@@ Smileys & Emotion
1FAF1,1F3FC,200D,1FAF2,1F3FE;fq;handshake - medium-light skin tone, medium-dark skin tone
1FAF1,1F3FC,200D,1FAF2,1F3FF;fq;handshake - medium-light skin tone, dark skin tone
1FAF1,1F3FD,200D,1FAF2,1F3FB;fq;handshake - medium skin tone, light skin tone
1FAF1,1F3FD,200D,1FAF2,1F3FC;fq;handshake - medium skin tone, medium-light skin tone
1FAF1,1F3FD,200D,1FAF2,1F3FE;fq;handshake - medium skin tone, medium-dark skin tone
1FAF1,1F3FD,200D,1FAF2,1F3FF;fq;handshake - medium skin tone, dark skin tone
1FAF1,1F3FE,200D,1FAF2,1F3FB;fq;handshake - medium-dark skin tone, light skin tone
1FAF1,1F3FE,200D,1FAF2,1F3FC;fq;handshake - medium-dark skin tone, medium-light skin tone
1FAF1,1F3FE,200D,1FAF2,1F3FD;fq;handshake - medium-dark skin tone, medium skin tone
1FAF1,1F3FE,200D,1FAF2,1F3FF;fq;handshake - medium-dark skin tone, dark skin tone
1FAF1,1F3FF,200D,1FAF2,1F3FB;fq;handshake - dark skin tone, light skin tone
1FAF1,1F3FF,200D,1FAF2,1F3FC;fq;handshake - dark skin tone, medium-light skin tone
1FAF1,1F3FF,200D,1FAF2,1F3FD;fq;handshake - dark skin tone, medium skin tone
1FAF1,1F3FF,200D,1FAF2,1F3FE;fq;handshake - dark skin tone, medium-dark skin tone
1F64F;fq;folded hands
1F64F,1F3FB;fq;folded hands - light skin tone
1F64F,1F3FC;fq;folded hands - medium-light skin tone
1F64F,1F3FD;fq;folded hands - medium skin tone
1F64F,1F3FE;fq;folded hands - medium-dark skin tone
1F64F,1F3FF;fq;folded hands - dark skin tone
270D,FE0F;fq;writing hand
270D;un;writing hand
270D,1F3FB;fq;writing hand - light skin tone
270D,1F3FC;fq;writing hand - medium-light skin tone
270D,1F3FD;fq;writing hand - medium skin tone
270D,1F3FE;fq;writing hand - medium-dark skin tone
270D,1F3FF;fq;writing hand - dark skin tone
1F485;fq;nail polish
1F485,1F3FB;fq;nail polish - light skin tone
1F485,1F3FC;fq;nail polish - medium-light skin tone
1F485,1F3FD;fq;nail polish - medium skin tone
1F485,1F3FE;fq;nail polish - medium-dark skin tone
1F485,1F3FF;fq;nail polish - dark skin tone
1F933;fq;selfie
1F933,1F3FB;fq;selfie - light skin tone
1F933,1F3FC;fq;selfie - medium-light skin tone
1F933,1F3FD;fq;selfie - medium skin tone
1F933,1F3FE;fq;selfie - medium-dark skin tone
1F933,1F3FF;fq;selfie - dark skin tone
1F4AA;fq;flexed biceps
1F4AA,1F3FB;fq;flexed biceps - light skin tone
1F4AA,1F3FC;fq;flexed biceps - medium-light skin tone
1F4AA,1F3FD;fq;flexed biceps - medium skin tone
1F4AA,1F3FE;fq;flexed biceps - medium-dark skin tone
1F4AA,1F3FF;fq;flexed biceps - dark skin tone
1F9BE;fq;mechanical arm
1F9BF;fq;mechanical leg
1F9B5;fq;leg
1F9B5,1F3FB;fq;leg - light skin tone
1F9B5,1F3FC;fq;leg - medium-light skin tone
1F9B5,1F3FD;fq;leg - medium skin tone
1F9B5,1F3FE;fq;leg - medium-dark skin tone
1F9B5,1F3FF;fq;leg - dark skin tone
1F9B6;fq;foot
1F9B6,1F3FB;fq;foot - light skin tone
1F9B6,1F3FC;fq;foot - medium-light skin tone
1F9B6,1F3FD;fq;foot - medium skin tone
1F9B6,1F3FE;fq;foot - medium-dark skin tone
1F9B6,1F3FF;fq;foot - dark skin tone
1F442;fq;ear
1F442,1F3FB;fq;ear - light skin tone
1F442,1F3FC;fq;ear - medium-light skin tone
1F442,1F3FD;fq;ear - medium skin tone
1F442,1F3FE;fq;ear - medium-dark skin tone
1F442,1F3FF;fq;ear - dark skin tone
1F9BB;fq;ear with hearing aid
1F9BB,1F3FB;fq;ear with hearing aid - light skin tone
1F9BB,1F3FC;fq;ear with hearing aid - medium-light skin tone
1F9BB,1F3FD;fq;ear with hearing aid - medium skin tone
1F9BB,1F3FE;fq;ear with hearing aid - medium-dark skin tone
1F9BB,1F3FF;fq;ear with hearing aid - dark skin tone
1F443;fq;nose
1F443,1F3FB;fq;nose - light skin tone
1F443,1F3FC;fq;nose - medium-light skin tone
1F443,1F3FD;fq;nose - medium skin tone
1F443,1F3FE;fq;nose - medium-dark skin tone
1F443,1F3FF;fq;nose - dark skin tone
1F9E0;fq;brain
1FAC0;fq;anatomical heart
1FAC1;fq;lungs
1F9B7;fq;tooth
1F9B4;fq;bone
1F440;fq;eyes
1F441,FE0F;fq;eye
1F441;un;eye
1F445;fq;tongue
1F444;fq;mouth
1FAE6;fq;biting lip
1F476;fq;baby
1F476,1F3FB;fq;baby - light skin tone
1F476,1F3FC;fq;baby - medium-light skin tone
1F476,1F3FD;fq;baby - medium skin tone
1F476,1F3FE;fq;baby - medium-dark skin tone
1F476,1F3FF;fq;baby - dark skin tone
1F9D2;fq;child
1F9D2,1F3FB;fq;child - light skin tone
1F9D2,1F3FC;fq;child - medium-light skin tone
1F9D2,1F3FD;fq;child - medium skin tone
1F9D2,1F3FE;fq;child - medium-dark skin tone
1F9D2,1F3FF;fq;child - dark skin tone
1F466;fq;boy
1F466,1F3FB;fq;boy - light skin tone
1F466,1F3FC;fq;boy - medium-light skin tone
1F466,1F3FD;fq;boy - medium skin tone
1F466,1F3FE;fq;boy - medium-dark skin tone
1F466,1F3FF;fq;boy - dark skin tone
1F467;fq;girl
1F467,1F3FB;fq;girl - light skin tone
1F467,1F3FC;fq;girl - medium-light skin tone
1F467,1F3FD;fq;girl - medium skin tone
1F467,1F3FE;fq;girl - medium-dark skin tone
1F467,1F3FF;fq;girl - dark skin tone
1F9D1;fq;person
1F9D1,1F3FB;fq;person - light skin tone
1F9D1,1F3FC;fq;person - medium-light skin tone
1F9D1,1F3FD;fq;person - medium skin tone
1F9D1,1F3FE;fq;person - medium-dark skin tone
1F9D1,1F3FF;fq;person - dark skin tone
1F471;fq;person - blond hair
1F471,1F3FB;fq;person - light skin tone, blond hair
1F471,1F3FC;fq;person - medium-light skin tone, blond hair
1F471,1F3FD;fq;person - medium skin tone, blond hair
1F471,1F3FE;fq;person - medium-dark skin tone, blond hair
1F471,1F3FF;fq;person - dark skin tone, blond hair
1F468;fq;man
1F468,1F3FB;fq;man - light skin tone
