# group: Smileys & Emotion
274E;false;cross mark button;❎
27BF;false;double curly loop;➿
303D;false;part alternation mark;〽
2733;false;eight-spoked asterisk;✳
2734;false;eight-pointed star;✴
2747;false;sparkle;❇
A9;false;copyright;©
AE;false;registered;®
2122;false;trade mark;™
1F521;false;input latin lowercase;🔡
1F523;false;input symbols;🔣
1F170;false;A button (blood type);🅰
1F171;false;B button (blood type);🅱
1F192;false;COOL button;🆒
2139;false;information;ℹ
24C2;false;circled M;Ⓜ
1F196;false;NG button;🆖
1F17E;false;O button (blood type);🅾
1F17F;false;P button;🅿
1F199;false;UP! button;🆙
1F201;false;Japanese “here” button;🈁
1F202;false;Japanese “service charge” button;🈂
1F237;false;Japanese “monthly amount” button;🈷
1F22F;false;Japanese “reserved” button;🈯
1F239;false;Japanese “discount” button;🈹
1F232;false;Japanese “prohibited” button;🈲
1F238;false;Japanese “application” button;🈸
1F233;false;Japanese “vacancy” button;🈳
3297;false;Japanese “congratulations” button;㊗
3299;false;Japanese “secret” button;㊙
1F235;false;Japanese “no vacancy” button;🈵
1F7E0;false;orange circle;🟠
1F7E2;false;green circle;🟢
1F7E3;false;purple circle;🟣
26AB;false;black circle;⚫
1F7E5;false;red square;🟥
1F7E8;false;yellow square;🟨
1F7E6;false;blue square;🟦
1F7EB;false;brown square;🟫
2B1C;false;white large square;⬜
25FC;false;black medium square;◼
25FB;false;white medium square;◻
25FD;false;white medium-small square;◽
25AA;false;black small square;▪
25AB;false;white small square;▫
1F537;false;large blue diamond;🔷
1F539;false;small blue diamond;🔹
1F53B;false;red triangle pointed down;🔻
1F518;false;radio button;🔘
1F532;false;black square button;🔲
# group: Flags
1F3C1;false;chequered flag;🏁
1F38C;false;crossed flags;🎌
1F3F3;false;white flag;🏳
1F1E6,1F1E9;false;flag - Andorra;🇦🇩
1F1E6,1F1EB;false;flag - Afghanistan;🇦🇫
1F1E6,1F1EE;false;flag - Anguilla;🇦🇮
1F1E6,1F1F2;false;flag - Armenia;🇦🇲
1F1E6,1F1F6;false;flag - Antarctica;🇦🇶
1F1E6,1F1F8;false;flag - American Samoa;🇦🇸
1F1E6,1F1FA;false;flag - Australia;🇦🇺
1F1E6,1F1FD;false;flag - Åland Islands;🇦🇽
1F1E7,1F1E6;false;flag - Bosnia & Herzegovina;🇧🇦
1F1E7,1F1E9;false;flag - Bangladesh;🇧🇩
1F1E7,1F1EB;false;flag - Burkina Faso;🇧🇫
1F1E7,1F1ED;false;flag - Bahrain;🇧🇭
1F1E7,1F1EF;false;flag - Benin;🇧🇯
1F1E7,1F1F2;false;flag - Bermuda;🇧🇲
1F1E7,1F1F4;false;flag - Bolivia;🇧🇴
1F1E7,1F1F7;false;flag - Brazil;🇧🇷
1F1E7,1F1F9;false;flag - Bhutan;🇧🇹
1F1E7,1F1FC;false;flag - Botswana;🇧🇼
1F1E7,1F1FF;false;flag - Belize;🇧🇿
1F1E8,1F1E8;false;flag - Cocos (Keeling) Islands;🇨🇨
1F1E8,1F1EB;false;flag - Central African Republic;🇨🇫
1F1E8,1F1ED;false;flag - Switzerland;🇨🇭
1F1E8,1F1F0;false;flag - Cook Islands;🇨🇰
1F1E8,1F1F2;false;flag - Cameroon;🇨🇲
1F1E8,1F1F4;false;flag - Colombia;🇨🇴
1F1E8,1F1F6;false;flag - Sark;🇨🇶
1F1E8,1F1FA;false;flag - Cuba;🇨🇺
1F1E8,1F1FC;false;flag - Curaçao;🇨🇼
1F1E8,1F1FE;false;flag - Cyprus;🇨🇾
1F1E9,1F1EA;false;flag - Germany;🇩🇪
1F1E9,1F1EF;false;flag - Djibouti;🇩🇯
1F1E9,1F1F2;false;flag - Dominica;🇩🇲
1F1E9,1F1FF;false;flag - Algeria;🇩🇿
1F1EA,1F1E8;false;flag - Ecuador;🇪🇨
1F1EA,1F1EC;false;flag - Egypt;🇪🇬
1F1EA,1F1F7;false;flag - Eritrea;🇪🇷
1F1EA,1F1F9;false;flag - Ethiopia;🇪🇹
1F1EB,1F1EE;false;flag - Finland;🇫🇮
1F1EB,1F1F0;false;flag - Falkland Islands;🇫🇰
1F1EB,1F1F4;false;flag - Faroe Islands;🇫🇴
1F1EC,1F1E6;false;flag - Gabon;🇬🇦
1F1EC,1F1E9;false;flag - Grenada;🇬🇩
1F1EC,1F1EB;false;flag - French Guiana;🇬🇫
1F1EC,1F1ED;false;flag - Ghana;🇬🇭
1F1EC,1F1F1;false;flag - Greenland;🇬🇱
1F1EC,1F1F3;false;flag - Guinea;🇬🇳
1F1EC,1F1F6;false;flag - Equatorial Guinea;🇬🇶
1F1EC,1F1F8;false;flag - South Georgia & South Sandwich Islands;🇬🇸
1F1EC,1F1FA;false;flag - Guam;🇬🇺
1F1EC,1F1FE;false;flag - Guyana;🇬🇾
1F1ED,1F1F2;false;flag - Heard & McDonald Islands;🇭🇲
1F1ED,1F1F7;false;flag - Croatia;🇭🇷
1F1ED,1F1FA;false;flag - Hungary;🇭🇺
1F1EE,1F1E9;false;flag - Indonesia;🇮🇩
1F1EE,1F1F1;false;flag - Israel;🇮🇱
1F1EE,1F1F3;false;flag - India;🇮🇳
1F1EE,1F1F6;false;flag - Iraq;🇮🇶
1F1EE,1F1F8;false;flag - Iceland;🇮🇸
1F1EF,1F1EA;false;flag - Jersey;🇯🇪
1F1EF,1F1F4;false;flag - Jordan;🇯🇴
1F1F0,1F1EA;false;flag - Kenya;🇰🇪
1F1F0,1F1ED;false;flag - Cambodia;🇰🇭
1F1F0,1F1F2;false;flag - Comoros;🇰🇲
1F1F0,1F1F5;false;flag - North Korea;🇰🇵
1F1F0,1F1FC;false;flag - Kuwait;🇰🇼
1F1F0,1F1FF;false;flag - Kazakhstan;🇰🇿
1F1F1,1F1E7;false;flag - Lebanon;🇱🇧
1F1F1,1F1EE;false;flag - Liechtenstein;🇱🇮
1F1F1,1F1F7;false;flag - Liberia;🇱🇷
1F1F1,1F1F9;false;flag - Lithuania;🇱🇹
1F1F1,1F1FB;false;flag - Latvia;🇱🇻
1F1F2,1F1E6;false;flag - Morocco;🇲🇦
1F1F2,1F1E9;false;flag - Moldova;🇲🇩
1F1F2,1F1EB;false;flag - St. Martin;🇲🇫
1F1F2,1F1ED;false;flag - Marshall Islands;🇲🇭
1F1F2,1F1F1;false;flag - Mali;🇲🇱
1F1F2,1F1F3;false;flag - Mongolia;🇲🇳
1F1F2,1F1F5;false;flag - Northern Mariana Islands;🇲🇵
1F1F2,1F1F7;false;flag - Mauritania;🇲🇷
1F1F2,1F1F9;false;flag - Malta;🇲🇹
1F1F2,1F1FB;false;flag - Maldives;🇲🇻
1F1F2,1F1FD;false;flag - Mexico;🇲🇽
1F1F2,1F1FF;false;flag - Mozambique;🇲🇿
1F1F3,1F1E8;false;flag - New Caledonia;🇳🇨
1F1F3,1F1EB;false;flag - Norfolk Island;🇳🇫
1F1F3,1F1EE;false;flag - Nicaragua;🇳🇮
1F1F3,1F1F4;false;flag - Norway;🇳🇴
1F1F3,1F1F7;false;flag - Nauru;🇳🇷
1F1F3,1F1FF;false;flag - New Zealand;🇳🇿
1F1F5,1F1E6;false;flag - Panama;🇵🇦
1F1F5,1F1EB;false;flag - French Polynesia;🇵🇫
1F1F5,1F1ED;false;flag - Philippines;🇵🇭
1F1F5,1F1F1;false;flag - Poland;🇵🇱
1F1F5,1F1F3;false;flag - Pitcairn Islands;🇵🇳
1F1F5,1F1F8;false;flag - Palestinian Territories;🇵🇸
1F1F5,1F1FC;false;flag - Palau;🇵🇼
1F1F6,1F1E6;false;flag - Qatar;🇶🇦
1F1F7,1F1F4;false;flag - Romania;🇷🇴
1F1F7,1F1FA;false;flag - Russia;🇷🇺
1F1F8,1F1E6;false;flag - Saudi Arabia;🇸🇦
1F1F8,1F1E8;false;flag - Seychelles;🇸🇨
1F1F8,1F1EA;false;flag - Sweden;🇸🇪
1F1F8,1F1ED;false;flag - St. Helena;🇸🇭
1F1F8,1F1EF;false;flag - Svalbard & Jan Mayen;🇸🇯
1F1F8,1F1F1;false;flag - Sierra Leone;🇸🇱
1F1F8,1F1F3;false;flag - Senegal;🇸🇳
1F1F8,1F1F7;false;flag - Suriname;🇸🇷
1F1F8,1F1F9;false;flag - São Tomé & Príncipe;🇸🇹
1F1F8,1F1FD;false;flag - Sint Maarten;🇸🇽
1F1F8,1F1FF;false;flag - Eswatini;🇸🇿
1F1F9,1F1E8;false;flag - Turks & Caicos Islands;🇹🇨
1F1F9,1F1EB;false;flag - French Southern Territories;🇹🇫
1F1F9,1F1ED;false;flag - Thailand;🇹🇭
1F1F9,1F1F0;false;flag - Tokelau;🇹🇰
1F1F9,1F1F2;false;flag - Turkmenistan;🇹🇲
1F1F9,1F1F4;false;flag - Tonga;🇹🇴
1F1F9,1F1F9;false;flag - Trinidad & Tobago;🇹🇹
1F1F9,1F1FC;false;flag - Taiwan;🇹🇼
1F1FA,1F1E6;false;flag - Ukraine;🇺🇦
1F1FA,1F1F2;false;flag - U.S. Outlying Islands;🇺🇲
1F1FA,1F1F8;false;flag - United States;🇺🇸
1F1FA,1F1FF;false;flag - Uzbekistan;🇺🇿
1F1FB,1F1E8;false;flag - St. Vincent & Grenadines;🇻🇨
1F1FB,1F1EC;false;flag - British Virgin Islands;🇻🇬
1F1FB,1F1F3;false;flag - Vietnam;🇻🇳
1F1FC,1F1EB;false;flag - Wallis & Futuna;🇼🇫
1F1FD,1F1F0;false;flag - Kosovo;🇽🇰
1F1FE,1F1F9;false;flag - Mayotte;🇾🇹
1F1FF,1F1F2;false;flag - Zambia;🇿🇲
